T04,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
784,United Arab Emirates,2010,"Seats held by women in national parliament, as of February (%)",2019-10,,22.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
784,United Arab Emirates,2015,"Seats held by women in national parliament, as of February (%)",2019-10,,17.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
784,United Arab Emirates,2016,"Seats held by women in national parliament, as of February (%)",2019-10,,22.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
784,United Arab Emirates,2017,"Seats held by women in national parliament, as of February (%)",2019-10,,20,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
784,United Arab Emirates,2018,"Seats held by women in national parliament, as of February (%)",2019-10,,22.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
784,United Arab Emirates,2019,"Seats held by women in national parliament, as of February (%)",2019-10,,22.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
784,United Arab Emirates,2020,"Seats held by women in national parliament, as of February (%)",2019-10,,50,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
826,United Kingdom,2000,"Seats held by women in national parliament, as of February (%)",2019-12,,18.3612,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
826,United Kingdom,2005,"Seats held by women in national parliament, as of February (%)",2019-12,,18.0577,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
826,United Kingdom,2010,"Seats held by women in national parliament, as of February (%)",2019-12,,19.5046,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
826,United Kingdom,2015,"Seats held by women in national parliament, as of February (%)",2019-12,,22.7692,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
826,United Kingdom,2016,"Seats held by women in national parliament, as of February (%)",2019-12,,29.3846,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
826,United Kingdom,2017,"Seats held by women in national parliament, as of February (%)",2019-12,,30,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
826,United Kingdom,2018,"Seats held by women in national parliament, as of February (%)",2019-12,,32,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
826,United Kingdom,2019,"Seats held by women in national parliament, as of February (%)",2019-12,,32,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
826,United Kingdom,2020,"Seats held by women in national parliament, as of February (%)",2019-12,,33.85,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
834,United Rep. of Tanzania,2000,"Seats held by women in national parliament, as of February (%)",2015-10,,22.1818,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
834,United Rep. of Tanzania,2005,"Seats held by women in national parliament, as of February (%)",2015-10,,21.3559,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
834,United Rep. of Tanzania,2010,"Seats held by women in national parliament, as of February (%)",2015-10,,30.6502,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
834,United Rep. of Tanzania,2015,"Seats held by women in national parliament, as of February (%)",2015-10,,36,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
834,United Rep. of Tanzania,2016,"Seats held by women in national parliament, as of February (%)",2015-10,,36.5591,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
834,United Rep. of Tanzania,2017,"Seats held by women in national parliament, as of February (%)",2015-10,,36.3868,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
834,United Rep. of Tanzania,2018,"Seats held by women in national parliament, as of February (%)",2015-10,,37.1795,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
834,United Rep. of Tanzania,2019,"Seats held by women in national parliament, as of February (%)",2015-10,,36.8957,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
834,United Rep. of Tanzania,2020,"Seats held by women in national parliament, as of February (%)",2015-10,,36.9,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
840,United States of America,2000,"Seats held by women in national parliament, as of February (%)",2018-11,,13.3333,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
840,United States of America,2005,"Seats held by women in national parliament, as of February (%)",2018-11,,14.9425,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
840,United States of America,2010,"Seats held by women in national parliament, as of February (%)",2018-11,,16.7816,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
840,United States of America,2015,"Seats held by women in national parliament, as of February (%)",2018-11,,19.3548,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
840,United States of America,2016,"Seats held by women in national parliament, as of February (%)",2018-11,,19.3548,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
840,United States of America,2017,"Seats held by women in national parliament, as of February (%)",2018-11,,19.0805,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
840,United States of America,2018,"Seats held by women in national parliament, as of February (%)",2018-11,,19.4896,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
840,United States of America,2019,"Seats held by women in national parliament, as of February (%)",2018-11,,23.5566,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
840,United States of America,2020,"Seats held by women in national parliament, as of February (%)",2018-11,,23.43,Data are as at 1 January of reporting year.;Total refers to all voting members of the House of Representatives.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
858,Uruguay,2000,"Seats held by women in national parliament, as of February (%)",2019-10,,12.1212,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
858,Uruguay,2005,"Seats held by women in national parliament, as of February (%)",2019-10,,12.1212,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
858,Uruguay,2010,"Seats held by women in national parliament, as of February (%)",2019-10,,14.1414,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
858,Uruguay,2015,"Seats held by women in national parliament, as of February (%)",2019-10,,13.1313,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
858,Uruguay,2016,"Seats held by women in national parliament, as of February (%)",2019-10,,16.1616,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
858,Uruguay,2017,"Seats held by women in national parliament, as of February (%)",2019-10,,20.202,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
858,Uruguay,2018,"Seats held by women in national parliament, as of February (%)",2019-10,,20.202,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
858,Uruguay,2019,"Seats held by women in national parliament, as of February (%)",2019-10,,22.2222,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
858,Uruguay,2020,"Seats held by women in national parliament, as of February (%)",2019-10,,21.21,Data are as at 1 January of reporting year.,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
860,Uzbekistan,2000,"Seats held by women in national parliament, as of February (%)",2015-01,,6.8,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
860,Uzbekistan,2005,"Seats held by women in national parliament, as of February (%)",2015-01,,17.5,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
860,Uzbekistan,2010,"Seats held by women in national parliament, as of February (%)",2015-01,,22,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
860,Uzbekistan,2015,"Seats held by women in national parliament, as of February (%)",2015-01,,16,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
860,Uzbekistan,2016,"Seats held by women in national parliament, as of February (%)",2015-01,,16,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
860,Uzbekistan,2017,"Seats held by women in national parliament, as of February (%)",2015-01,,16,,"Inter-Parliamentary Union (IPU), Geneva, the database on ""Women in National Parliament"", last accessed March 2020."
